date,year,month,day_of_week,hour,is_weekend,season,weather,temperature_c,humidity,windspeed_kmh,air_quality_index,holiday,working_day,fuel_price,traffic_index,app_active_users,promotion_active,city_zone,near_metro_station,special_event,bike_station_capacity,bike_demand
19-02-2023,2023,2,6,12,1,Winter,Cloudy,15.6,55,21,148,0,0,99.53,64.5,16660,1,Residential,1,0,282,463
29-03-2024,2024,3,4,9,0,Spring,Cloudy,32.2,60,8.6,138,0,1,115.04,65.1,45806,0,Commercial,0,1,101,879
22-07-2025,2025,7,1,11,0,Summer,Clear,34.4,64,6.2,112,0,1,90.15,60.1,24145,1,University Area,0,0,198,546
20-02-2024,2024,2,1,12,0,Winter,Heavy Rain,20.4,79,14.7,91,0,1,102.58,53,6299,1,University Area,1,0,265,361
20-01-2023,2023,1,4,16,0,Winter,Mist,20.7,68,9.4,129,0,1,96.05,35,14235,0,Business District,0,0,317,523
15-09-2024,2024,9,6,9,1,Monsoon,Mist,27.8,67,20.2,109,0,0,110.97,76.2,28707,0,Commercial,0,0,114,337
16-12-2024,2024,12,0,5,0,Winter,Cloudy,28.4,67,21.5,61,0,1,98.73,60.7,27061,0,Commercial,1,0,399,513
09-01-2025,2025,1,3,10,0,Winter,Mist,8.3,66,13.9,88,0,1,95.79,41.6,15625,0,Commercial,1,0,199,526
29-08-2024,2024,8,3,20,0,Summer,Heavy Rain,36.5,81,20.3,115,0,1,94.12,98,7576,0,Commercial,1,0,167,241
22-01-2024,2024,1,0,15,0,Winter,Clear,18.1,67,5.4,101,0,1,107.83,85,48478,0,Commercial,0,1,275,913
06-09-2025,2025,9,5,20,1,Monsoon,Light Rain,31.2,85,13,185,0,0,100.51,71.7,14244,0,Business District,0,0,60,165
20-08-2025,2025,8,2,12,0,Summer,Clear,38.1,80,7.8,102,0,1,100.45,38.7,26451,0,Business District,0,0,204,467
23-01-2025,2025,1,3,12,0,Winter,Clear,17.1,59,10.6,54,0,1,97.55,41.6,18715,0,University Area,0,0,106,576
16-12-2023,2023,12,5,12,1,Winter,Cloudy,17,52,6.6,121,0,0,103.42,51.5,47846,0,Business District,0,0,59,516
01-04-2024,2024,4,0,14,0,Spring,Clear,27.4,41,6.8,150,0,1,107.87,40.6,31674,1,Business District,1,0,226,894
21-08-2025,2025,8,3,14,0,Summer,Cloudy,31.3,75,18.3,109,1,0,99.17,69.1,36101,0,Business District,1,0,125,501
19-10-2025,2025,10,6,18,1,Autumn,Cloudy,26.4,59,16.1,64,0,0,110.27,72.2,28235,0,Tourist Area,1,0,102,730
22-12-2024,2024,12,6,9,1,Winter,Clear,14.2,40,9.7,95,0,0,101.5,39.5,37735,1,University Area,1,0,365,771
07-07-2023,2023,7,4,6,0,Summer,Clear,42.4,60,17.9,124,0,1,106.09,79.7,36241,0,Residential,0,0,213,441
05-12-2023,2023,12,1,19,0,Winter,Cloudy,13.9,53,17,182,0,1,97.66,75.5,49938,0,Residential,0,0,253,597
11-06-2025,2025,6,2,8,0,Summer,Cloudy,37.7,69,8.7,162,0,1,104.54,59.1,17083,0,Tourist Area,1,0,101,486
17-02-2023,2023,2,4,13,0,Winter,Heavy Rain,13.9,75,27.2,125,0,1,104.74,56.5,46241,0,University Area,0,0,366,249
28-12-2023,2023,12,3,6,0,Winter,Clear,13.5,31,14.2,138,0,1,105.81,61.4,42959,1,Commercial,0,0,465,748
14-12-2023,2023,12,3,14,0,Winter,Clear,13.2,79,8,141,0,1,106.55,72.4,33521,0,Business District,1,0,234,773
04-10-2023,2023,10,2,7,0,Autumn,Clear,24.4,43,8.4,117,0,1,110.61,90.2,17264,0,Tourist Area,0,0,388,887
22-10-2023,2023,10,6,15,1,Autumn,Clear,17.2,37,6.4,172,1,0,105.98,67.3,37066,0,Commercial,1,0,155,648
08-04-2023,2023,4,5,11,1,Spring,Mist,27,73,7.5,96,0,0,104.15,57.3,7654,0,University Area,1,0,202,520
09-11-2024,2024,11,5,10,1,Autumn,Cloudy,23.1,33,17.9,95,0,0,102.46,44.4,40570,1,Commercial,1,0,369,735
29-07-2025,2025,7,1,17,0,Summer,Light Rain,35.8,84,16.3,78,0,1,93.07,42.7,11351,0,Residential,0,0,249,245
08-01-2023,2023,1,6,20,1,Winter,Clear,12.4,79,18.1,224,0,0,89.38,71.5,19353,0,Tourist Area,1,0,408,532
30-07-2023,2023,7,6,7,1,Summer,Clear,35.1,68,13.4,72,0,0,101.82,53.4,11339,0,Residential,1,0,274,389
13-04-2023,2023,4,3,6,0,Spring,Light Rain,34.6,76,18.4,91,0,1,104.1,49.6,41682,0,Commercial,0,0,206,355
22-09-2024,2024,9,6,22,1,Monsoon,Light Rain,28.4,92,22.5,71,0,0,115.62,62.6,43929,0,Commercial,1,0,407,294
06-05-2024,2024,5,0,21,0,Spring,Cloudy,33.6,59,20.7,30,0,1,119.21,55.7,13800,0,Residential,0,1,416,643
07-02-2023,2023,2,1,8,0,Winter,Light Rain,12.5,83,26.2,67,0,1,96.87,44.1,48708,0,Commercial,1,0,361,472
07-02-2025,2025,2,4,8,0,Winter,Clear,17.3,39,15.8,85,0,1,102.86,79.1,23676,0,Commercial,0,0,255,785
27-06-2023,2023,6,1,15,0,Summer,Clear,36.3,54,7.1,133,0,1,105.75,56,26531,1,University Area,0,0,380,648
24-01-2025,2025,1,4,12,0,Winter,Clear,8.9,63,16.3,81,0,1,114.54,47.4,40719,1,Residential,1,1,344,832
19-11-2025,2025,11,2,19,0,Autumn,Clear,25.9,46,11.5,101,0,1,105.4,31.2,23710,0,University Area,0,0,139,684
22-06-2024,2024,6,5,16,1,Summer,Clear,37.8,46,13.8,48,0,0,100.16,24.2,9930,0,Business District,0,0,249,325
11-02-2024,2024,2,6,20,1,Winter,Clear,19.8,31,16,105,0,0,98.71,70.6,15880,1,University Area,1,0,363,771
18-11-2024,2024,11,0,5,0,Autumn,Clear,20.9,36,7.4,125,0,1,98.9,59.9,34554,0,Tourist Area,0,0,202,587
02-12-2024,2024,12,0,15,0,Winter,Cloudy,21.2,63,16.2,144,0,1,97.4,51.8,45093,1,University Area,0,0,315,698
10-06-2025,2025,6,1,15,0,Summer,Clear,32.9,38,12.4,143,0,1,96.28,70.4,20910,0,Residential,0,0,88,459
12-07-2023,2023,7,2,9,0,Summer,Clear,33.3,50,8.5,73,0,1,99.2,44.4,37602,1,Tourist Area,1,0,70,716
14-02-2024,2024,2,2,18,0,Winter,Clear,14.4,74,17.4,175,0,1,101.18,71.1,19697,0,Business District,0,0,291,729
06-03-2024,2024,3,2,19,0,Spring,Heavy Rain,22.8,76,19.8,159,0,1,108.69,73.3,37386,0,Commercial,0,0,169,402
15-05-2024,2024,5,2,12,0,Spring,Clear,29,84,17.5,105,0,1,101.22,44.8,37844,0,Commercial,1,0,432,710
04-07-2025,2025,7,4,10,0,Summer,Mist,37,59,9.7,97,0,1,103.72,43.3,49096,0,Residential,0,0,249,494
15-03-2023,2023,3,2,8,0,Spring,Clear,18.7,58,16.8,175,0,1,79.43,67.9,34453,1,Residential,0,0,90,683
19-06-2023,2023,6,0,5,0,Summer,Clear,35.9,39,10.2,154,0,1,89.88,58.4,24799,0,Commercial,1,0,320,441
05-06-2023,2023,6,0,22,0,Summer,Light Rain,39.1,94,17,106,0,1,105.38,47.1,23319,0,Residential,1,0,494,171
03-07-2023,2023,7,0,22,0,Summer,Clear,33.9,60,13.3,135,0,1,111.39,85.7,35595,0,Residential,1,0,329,604
03-02-2025,2025,2,0,9,0,Winter,Cloudy,18.1,45,7,118,0,1,114.89,55.4,37469,0,Commercial,1,0,412,751
18-01-2023,2023,1,2,16,0,Winter,Clear,17.1,61,20.5,214,0,1,108.04,27.2,25012,0,Residential,0,0,279,495
24-03-2023,2023,3,4,10,0,Spring,Light Rain,20.7,95,15.4,126,0,1,97.77,51.2,46234,0,Business District,0,0,53,555
17-07-2025,2025,7,3,5,0,Summer,Clear,29.4,68,9.7,38,0,1,100.31,84,7685,0,Residential,1,0,466,529
02-03-2023,2023,3,3,19,0,Spring,Clear,23.7,84,6.8,65,0,1,117.63,45.3,44545,0,Commercial,0,0,62,871
29-07-2024,2024,7,0,10,0,Summer,Cloudy,29.5,39,12.6,147,0,1,121.68,23.6,28102,0,Tourist Area,1,0,254,669
18-07-2024,2024,7,3,11,0,Summer,Clear,29,81,10.7,93,0,1,107.15,51.9,38697,0,University Area,1,0,210,706
11-03-2023,2023,3,5,21,1,Spring,Mist,26.3,51,18.2,145,0,0,97.3,62.9,15095,0,University Area,0,0,56,297
18-03-2023,2023,3,5,14,1,Spring,Heavy Rain,25.8,71,13.6,81,0,0,105.83,59,17350,1,University Area,0,0,147,312
24-01-2024,2024,1,2,14,0,Winter,Mist,23.4,66,16,168,0,1,103.59,25.8,23247,1,Residential,0,0,263,546
06-11-2025,2025,11,3,11,0,Autumn,Clear,20.4,40,21.3,129,0,1,101.73,72.4,21852,0,Commercial,0,0,193,645
14-07-2024,2024,7,6,16,1,Summer,Clear,35.9,37,13.3,116,0,0,94.96,33.3,20654,0,Tourist Area,1,0,204,401
26-02-2024,2024,2,0,9,0,Winter,Cloudy,5.9,52,9.5,136,0,1,97.58,84.6,26980,1,Residential,1,0,222,606
05-11-2023,2023,11,6,21,1,Autumn,Clear,18.7,66,18.4,179,0,0,109.73,58.1,27431,0,University Area,1,0,217,537
15-02-2024,2024,2,3,16,0,Winter,Cloudy,11.6,51,16.7,70,0,1,106.93,41.9,45655,0,Commercial,1,0,461,655
09-03-2024,2024,3,5,21,1,Spring,Cloudy,25.4,76,21.5,108,0,0,103.8,44.2,32050,0,Residential,1,0,288,442
22-08-2024,2024,8,3,5,0,Summer,Clear,37,80,8.3,151,0,1,92.76,45.8,6056,0,University Area,1,0,328,393
10-01-2025,2025,1,4,16,0,Winter,Light Rain,16.9,86,24.4,120,0,1,107.28,52.6,49205,0,Residential,1,0,64,467
05-09-2025,2025,9,4,15,0,Monsoon,Light Rain,28.3,79,28.1,135,0,1,100.13,78.6,31409,0,University Area,1,0,60,289
04-02-2024,2024,2,6,8,1,Winter,Cloudy,9,54,9.4,122,0,0,107.63,62.7,34806,0,Residential,1,0,229,545
07-02-2023,2023,2,1,18,0,Winter,Clear,19.9,84,21.8,181,0,1,110.33,44.1,12292,0,University Area,1,0,96,698
27-12-2024,2024,12,4,6,0,Winter,Mist,20,78,17.3,68,0,1,103.73,71.3,43231,0,Tourist Area,0,0,117,515
26-04-2024,2024,4,4,10,0,Spring,Clear,28.9,47,6.4,171,0,1,101.21,56.6,24983,1,University Area,1,0,428,949
03-11-2025,2025,11,0,14,0,Autumn,Cloudy,32,62,12.4,107,0,1,85.72,87.4,12982,0,Residential,1,0,363,558
30-05-2024,2024,5,3,11,0,Spring,Clear,33,41,21.3,161,0,1,104.38,53.3,36880,1,Residential,1,0,294,771
11-02-2023,2023,2,5,19,1,Winter,Cloudy,19,70,6.2,88,0,0,106.93,79.4,46209,0,Business District,1,0,207,716
01-10-2023,2023,10,6,16,1,Autumn,Clear,31.6,58,16.3,160,0,0,106.16,41.7,27804,0,Residential,0,0,427,456
11-01-2023,2023,1,2,9,0,Winter,Cloudy,10.1,73,17.9,176,0,1,116.44,52.3,30767,0,Residential,1,0,90,601
14-12-2025,2025,12,6,15,1,Winter,Clear,15.1,53,12.4,118,0,0,95.19,59,26925,0,Commercial,0,0,52,470
05-02-2024,2024,2,0,8,0,Winter,Clear,13.7,70,11.5,150,0,1,96.45,53.4,5269,0,University Area,1,0,187,575
20-02-2025,2025,2,3,16,0,Winter,Clear,18.5,30,17.6,38,0,1,92.64,92.6,5216,1,Commercial,0,0,474,676
09-04-2024,2024,4,1,7,0,Spring,Mist,26.8,39,12.2,223,0,1,95.74,24.3,42025,0,Commercial,1,0,449,738
22-11-2023,2023,11,2,21,0,Autumn,Clear,23.3,61,20.8,121,0,1,118.13,52.1,5525,1,University Area,0,0,400,677
27-09-2024,2024,9,4,7,0,Monsoon,Clear,32.8,52,6.1,81,0,1,117.02,58.9,16474,1,Business District,1,0,226,760
12-04-2025,2025,4,5,11,1,Spring,Mist,33,64,12.7,115,0,0,100.94,51.1,30337,1,Business District,0,0,69,524
25-01-2025,2025,1,5,5,1,Winter,Cloudy,12.4,48,8,141,0,0,100.33,31.6,42206,0,Commercial,0,0,295,339
28-04-2024,2024,4,6,7,1,Spring,Mist,36.6,43,6.3,76,0,0,102.33,68,6879,0,Residential,1,0,77,514
23-08-2023,2023,8,2,12,0,Summer,Light Rain,41.4,86,12.9,39,0,1,102.98,75,30508,0,Commercial,1,0,450,396
22-05-2024,2024,5,2,20,0,Spring,Clear,30.8,45,21.1,123,0,1,94.25,76,45598,0,Residential,0,0,160,767
20-03-2024,2024,3,2,11,0,Spring,Clear,26.7,31,11.9,101,0,1,101.93,92.7,46185,0,Business District,1,0,201,1007
11-04-2023,2023,4,1,18,0,Spring,Clear,26.9,52,15.5,110,0,1,102.05,53.1,43840,0,Residential,0,0,396,849
09-07-2024,2024,7,1,11,0,Summer,Clear,41.7,35,15.7,114,0,1,103.1,95.5,49632,1,Residential,0,0,390,706
15-07-2025,2025,7,1,7,0,Summer,Light Rain,36.3,95,25.1,145,1,0,99.86,50.2,14876,0,Tourist Area,0,0,101,102
08-05-2025,2025,5,3,16,0,Spring,Clear,27.2,56,10.5,231,0,1,98.38,71.2,44353,0,Residential,0,0,239,666
01-10-2024,2024,10,1,11,0,Autumn,Clear,27.9,34,18.9,87,0,1,97.13,63.1,7074,0,Residential,1,0,201,647
03-05-2024,2024,5,4,5,0,Spring,Cloudy,30.5,84,19.2,84,0,1,116.94,75.3,8407,0,Tourist Area,1,0,360,613
22-02-2023,2023,2,2,11,0,Winter,Cloudy,19.2,81,11.1,86,1,0,91.45,68.1,40989,0,Residential,1,0,480,520
08-08-2024,2024,8,3,21,0,Summer,Clear,35.9,31,20.6,98,0,1,106.02,57.6,33011,0,Business District,0,0,358,567
28-03-2024,2024,3,3,22,0,Spring,Clear,11.6,62,9.8,151,0,1,112.31,41.7,25099,0,University Area,0,0,71,599
08-12-2025,2025,12,0,6,0,Winter,Heavy Rain,24.2,90,15.4,137,0,1,102.67,42.7,14932,0,Residential,0,0,289,67
04-09-2024,2024,9,2,9,0,Monsoon,Clear,29.6,32,9.4,152,0,1,92.72,40.8,17826,0,Commercial,1,1,450,639
31-08-2024,2024,8,5,5,1,Summer,Clear,36.3,72,21.1,118,0,0,122.9,94,30383,0,Residential,0,0,381,438
09-07-2024,2024,7,1,16,0,Summer,Clear,34.9,33,8.8,175,0,1,104.58,41,26147,1,Tourist Area,1,0,432,615
08-01-2025,2025,1,2,15,0,Winter,Cloudy,14.5,33,15.1,65,0,1,109.63,24.7,8257,1,Commercial,1,0,406,655
15-05-2025,2025,5,3,8,0,Spring,Cloudy,19.8,79,13,85,0,1,94.49,58.4,42316,0,Residential,1,0,264,720
28-05-2023,2023,5,6,8,1,Spring,Cloudy,29.3,44,6.9,141,0,0,89,77.6,29393,0,Residential,1,0,343,604
28-05-2024,2024,5,1,18,0,Spring,Light Rain,28.1,78,17.8,153,0,1,117.67,61.8,26297,0,Business District,0,0,130,657
01-06-2023,2023,6,3,21,0,Summer,Clear,40,35,14.9,112,0,1,102.44,71.4,44196,0,Commercial,0,0,406,522
11-02-2025,2025,2,1,11,0,Winter,Clear,11.9,64,5.2,137,0,1,107.16,51,8719,1,University Area,0,0,235,580
08-05-2025,2025,5,3,17,0,Spring,Cloudy,37.3,44,17.7,173,0,1,98.79,45.5,23391,0,University Area,1,0,410,697
06-04-2024,2024,4,5,17,1,Spring,Mist,28,53,12.6,131,0,0,103.1,48,8061,1,Tourist Area,1,0,404,601
02-04-2023,2023,4,6,13,1,Spring,Clear,25.7,47,16.1,147,0,0,113.28,66.3,23416,1,Business District,0,0,301,816
07-07-2023,2023,7,4,5,0,Summer,Cloudy,31.3,76,20.5,57,0,1,109.7,54.6,35302,0,Residential,1,0,152,407
05-09-2025,2025,9,4,22,0,Monsoon,Light Rain,31.7,81,17.1,118,0,1,98.08,57.5,49029,0,Residential,1,0,126,202
01-02-2024,2024,2,3,20,0,Winter,Clear,17.8,55,7,149,0,1,110.34,82.7,15075,0,Tourist Area,0,0,205,800
27-08-2024,2024,8,1,18,0,Summer,Heavy Rain,40.7,86,26.1,144,0,1,94.28,50.3,24278,0,Commercial,0,0,269,70
23-06-2023,2023,6,4,16,0,Summer,Clear,27.5,64,18.4,137,0,1,107.59,45.2,15669,0,Residential,0,0,447,461
23-12-2024,2024,12,0,16,0,Winter,Mist,18.8,51,17.1,100,0,1,106.16,61.6,38418,0,Commercial,1,0,266,603
26-11-2024,2024,11,1,8,0,Autumn,Light Rain,21.2,73,14.8,54,0,1,119.03,44.7,38414,0,Commercial,1,0,411,666
15-08-2024,2024,8,3,10,0,Summer,Cloudy,39.1,70,18.1,116,0,1,104.73,100,38083,0,Commercial,1,1,496,810
27-05-2025,2025,5,1,11,0,Spring,Clear,34.2,40,14.8,222,0,1,100.7,67.4,40575,0,Residential,1,0,54,755
25-01-2025,2025,1,5,8,1,Winter,Cloudy,12.9,59,21,49,0,0,94.01,23.8,25588,0,Business District,1,0,171,486
06-04-2024,2024,4,5,14,1,Spring,Clear,27.2,33,11.8,97,0,0,105.88,42,17888,0,Residential,1,0,473,580
20-10-2023,2023,10,4,13,0,Autumn,Mist,20.9,35,9.1,125,1,0,100.86,55.4,22594,0,Business District,1,0,134,514
31-01-2023,2023,1,1,18,0,Winter,Clear,20.3,55,15.8,74,0,1,109.46,68.5,44596,1,Residential,1,0,392,938
26-10-2025,2025,10,6,13,1,Autumn,Clear,19.6,37,5.4,107,0,0,109.3,75.8,35305,1,Tourist Area,1,0,119,799
01-05-2023,2023,5,0,10,0,Spring,Light Rain,33.4,95,16.1,87,0,1,98.71,95.6,7454,0,Commercial,1,0,481,572
13-12-2023,2023,12,2,6,0,Winter,Light Rain,19,94,14.3,139,0,1,107.01,42.2,10483,1,Tourist Area,0,0,347,349
15-01-2023,2023,1,6,8,1,Winter,Light Rain,16.8,76,13.9,80,0,0,105.56,65.9,22204,0,Commercial,0,0,483,397
28-08-2025,2025,8,3,6,0,Summer,Clear,39.3,83,16.9,135,0,1,112.96,68.1,35179,1,Residential,0,0,465,479
07-05-2025,2025,5,2,7,0,Spring,Clear,26.9,78,17.4,103,0,1,105.29,43.8,38892,1,University Area,1,0,250,922
08-11-2024,2024,11,4,14,0,Autumn,Light Rain,26.1,88,29.5,128,0,1,104.2,55.7,23542,0,Residential,0,0,365,399
10-09-2025,2025,9,2,8,0,Monsoon,Cloudy,29.5,64,13.1,65,0,1,94.03,31.4,16084,0,Business District,1,1,375,658
11-05-2023,2023,5,3,22,0,Spring,Clear,33.7,54,8.9,83,0,1,112.98,64.1,38796,1,Business District,0,0,402,848
13-06-2024,2024,6,3,18,0,Summer,Light Rain,37.5,73,23,52,0,1,114.21,47.2,28854,0,Commercial,0,0,164,425
05-10-2024,2024,10,5,21,1,Autumn,Cloudy,27.9,44,20.7,130,0,0,122.64,64.3,30269,0,Commercial,1,0,323,615
13-06-2024,2024,6,3,15,0,Summer,Clear,34.8,61,14.1,81,0,1,100.13,71.7,17502,0,Commercial,1,0,253,588
19-12-2024,2024,12,3,5,0,Winter,Light Rain,21.5,76,24,138,0,1,104.83,30,34970,0,Commercial,1,0,329,406
08-03-2023,2023,3,2,12,0,Spring,Cloudy,34.8,59,18.7,116,0,1,112.52,80.3,47876,0,Residential,1,0,90,801
03-02-2024,2024,2,5,13,1,Winter,Clear,14,73,14.7,69,0,0,114.53,22.3,5928,0,University Area,0,0,481,404
26-11-2025,2025,11,2,20,0,Autumn,Cloudy,24.4,39,15.7,30,0,1,102.83,29.9,36101,1,Residential,0,0,185,708
17-07-2023,2023,7,0,22,0,Summer,Clear,37.4,59,5.8,97,1,0,118.44,47,27226,1,Residential,1,0,280,498
27-02-2024,2024,2,1,6,0,Winter,Light Rain,14.3,78,20.4,154,0,1,93.84,48,27233,1,Tourist Area,0,0,137,246
22-06-2025,2025,6,6,10,1,Summer,Mist,38.2,31,18.5,101,0,0,97.56,43.2,42313,0,Residential,1,1,232,444
05-05-2024,2024,5,6,17,1,Spring,Cloudy,37.9,43,16.9,173,0,0,104.04,39.4,36283,1,Residential,1,0,249,587
09-12-2024,2024,12,0,6,0,Winter,Light Rain,11.7,80,17.8,158,1,0,94.97,41.6,48750,0,Tourist Area,1,0,69,136
02-07-2025,2025,7,2,21,0,Summer,Light Rain,33.9,94,11.8,180,0,1,103.16,74.7,15245,0,Residential,1,0,367,186
14-12-2023,2023,12,3,11,0,Winter,Mist,19.3,50,9.8,155,0,1,107.21,68.2,33021,0,University Area,0,0,359,609
11-09-2024,2024,9,2,18,0,Monsoon,Cloudy,33,63,8.6,32,0,1,106.52,60.4,19014,1,Residential,0,0,77,500
19-08-2025,2025,8,1,21,0,Summer,Clear,45.8,84,7.5,167,0,1,89.13,48.5,44014,0,Residential,0,0,313,286
09-11-2024,2024,11,5,10,1,Autumn,Clear,24.2,66,20.4,186,0,0,98.31,81.2,26320,0,University Area,0,0,276,584
08-07-2025,2025,7,1,5,0,Summer,Clear,45.6,45,19,197,0,1,110.39,72.2,7201,0,Commercial,0,0,67,354
10-10-2024,2024,10,3,20,0,Autumn,Light Rain,25.5,74,23.2,126,0,1,105.34,75.3,32561,0,University Area,1,0,67,638
13-03-2024,2024,3,2,22,0,Spring,Mist,23.8,48,14.7,113,0,1,100.87,60.7,5922,0,Business District,1,0,127,557
20-06-2024,2024,6,3,12,0,Summer,Mist,32.2,54,16.4,156,0,1,106.26,44,32627,0,Commercial,1,0,311,482
23-05-2023,2023,5,1,8,0,Spring,Clear,32.8,57,7.8,114,0,1,95.37,65.3,28215,0,University Area,0,0,497,780
01-03-2025,2025,3,5,8,1,Spring,Clear,29.4,48,10.4,74,0,0,93.49,59.9,43788,0,University Area,1,0,427,739
02-07-2025,2025,7,2,17,0,Summer,Clear,43.2,45,13.8,132,0,1,93.35,69.7,18609,0,Business District,0,0,158,595
16-12-2023,2023,12,5,19,1,Winter,Cloudy,22.7,69,20.7,124,0,0,94.24,53.3,29981,0,Residential,0,0,123,343
04-06-2024,2024,6,1,5,0,Summer,Clear,38.9,79,7.5,78,0,1,97.88,56.6,17711,1,University Area,1,0,64,550
05-06-2025,2025,6,3,20,0,Summer,Mist,37.7,51,7.3,133,0,1,111.42,82.4,30830,0,Residential,1,0,190,589
02-04-2023,2023,4,6,19,1,Spring,Clear,26.5,49,18.5,126,0,0,87.06,39.7,27957,0,Residential,1,0,410,616
17-11-2024,2024,11,6,20,1,Autumn,Clear,25.2,31,9.9,103,0,0,100.35,61,39498,1,University Area,1,0,68,820
18-11-2025,2025,11,1,5,0,Autumn,Cloudy,25.1,30,11.6,159,0,1,106.54,35.8,18510,0,University Area,0,0,351,489
05-05-2024,2024,5,6,13,1,Spring,Light Rain,26.7,87,26.6,124,0,0,104.59,40.4,33853,0,Business District,0,0,198,335
30-10-2025,2025,10,3,6,0,Autumn,Cloudy,19.4,69,9.7,119,0,1,99.12,77.9,29775,0,University Area,1,0,293,621
11-01-2025,2025,1,5,6,1,Winter,Cloudy,11.6,55,15.9,113,0,0,102.88,54.2,47970,0,Commercial,0,0,340,374
17-05-2025,2025,5,5,11,1,Spring,Cloudy,26.8,60,18.6,180,0,0,123.94,35.4,46567,1,Commercial,0,0,432,628
05-05-2024,2024,5,6,14,1,Spring,Clear,22.3,57,8.8,153,0,0,106.75,70.2,44836,0,Residential,1,0,71,708
27-09-2025,2025,9,5,14,1,Monsoon,Cloudy,30.1,59,9.2,216,0,0,101.85,86.8,24213,0,University Area,1,0,496,445
19-12-2023,2023,12,1,20,0,Winter,Cloudy,14.9,76,20.1,122,0,1,97.26,67.9,31160,1,Residential,1,0,470,677
06-06-2024,2024,6,3,21,0,Summer,Clear,36.7,68,17.8,36,0,1,112.05,54.7,28090,0,Commercial,0,0,248,471
24-10-2024,2024,10,3,19,0,Autumn,Clear,28.5,84,8.3,138,0,1,99.8,71,15788,0,Commercial,1,0,383,768
21-11-2023,2023,11,1,10,0,Autumn,Mist,26,48,15.5,158,0,1,108.16,52.3,17929,0,Tourist Area,1,0,352,684
04-11-2025,2025,11,1,14,0,Autumn,Clear,19.4,34,21,129,0,1,95.28,35,22199,0,Residential,1,0,241,587
17-08-2025,2025,8,6,11,1,Summer,Light Rain,33.5,94,13.6,88,0,0,104.81,64.4,42010,0,Commercial,1,0,360,273
17-10-2025,2025,10,4,6,0,Autumn,Cloudy,23.1,40,18.8,126,0,1,104.75,74,18952,1,University Area,1,1,147,838
12-10-2025,2025,10,6,18,1,Autumn,Mist,19.8,64,15.4,112,0,0,111.26,69.3,40929,0,Residential,0,0,277,536
23-02-2023,2023,2,3,20,0,Winter,Clear,14.5,77,9.9,80,0,1,109.27,55.5,36059,1,University Area,1,0,350,891
02-09-2025,2025,9,1,11,0,Monsoon,Mist,29.5,72,10.5,101,0,1,106.21,27.8,38611,0,Commercial,0,0,225,314
02-01-2024,2024,1,1,12,0,Winter,Light Rain,9.6,80,17.5,80,0,1,95.91,60.6,6886,0,Business District,0,0,452,370
14-01-2023,2023,1,5,18,1,Winter,Clear,17.5,53,8.9,154,0,0,107.09,65.8,13219,0,Tourist Area,1,0,400,661
13-12-2025,2025,12,5,9,1,Winter,Clear,18.4,44,18,134,0,0,104.38,61.5,22605,0,Residential,0,0,465,557
26-08-2024,2024,8,0,16,0,Summer,Clear,32.3,69,13.5,143,0,1,111.97,67.8,29538,1,University Area,0,0,283,687
26-04-2024,2024,4,4,18,0,Spring,Clear,24.6,33,11.5,105,0,1,100.86,65.6,39621,1,Residential,0,0,479,979
21-08-2023,2023,8,0,12,0,Summer,Mist,37.9,84,13.7,175,0,1,107.86,41,43903,0,Business District,0,0,423,451
09-04-2024,2024,4,1,15,0,Spring,Mist,19.9,32,14.4,246,0,1,102.42,89.5,35489,0,University Area,1,0,134,742
24-11-2023,2023,11,4,22,0,Autumn,Clear,24.8,67,9.6,142,0,1,84.56,99.8,12106,0,Commercial,1,0,103,547
07-05-2025,2025,5,2,22,0,Spring,Light Rain,34.9,87,14,101,0,1,103.47,55.6,25763,0,Tourist Area,0,0,154,455
02-03-2024,2024,3,5,19,1,Spring,Clear,30.4,30,8.2,82,0,0,109.12,73.5,32102,0,Tourist Area,1,0,272,861
06-10-2023,2023,10,4,12,0,Autumn,Cloudy,19.5,68,13.5,102,0,1,98.76,91.6,24488,0,Commercial,1,0,364,649
31-12-2025,2025,12,2,5,0,Winter,Clear,18.3,43,15,144,0,1,108.14,65.6,36465,0,Tourist Area,0,0,411,641
05-09-2025,2025,9,4,12,0,Monsoon,Cloudy,33.8,82,8.8,157,0,1,105.44,73.8,28409,0,Commercial,1,1,312,511
02-08-2024,2024,8,4,5,0,Summer,Mist,28.8,61,22,196,0,1,103.78,96.2,27050,1,Commercial,1,0,189,500
16-02-2023,2023,2,3,22,0,Winter,Light Rain,10.2,77,25.4,124,0,1,112.37,82.8,18405,0,Residential,1,0,250,319
13-12-2023,2023,12,2,9,0,Winter,Mist,8.7,63,12.3,111,0,1,95.87,55.2,32981,0,Commercial,1,0,274,590
29-11-2023,2023,11,2,22,0,Autumn,Clear,27,33,9.1,104,0,1,98.15,71.4,40459,0,Commercial,1,0,497,750
24-02-2025,2025,2,0,18,0,Winter,Clear,16,48,17,142,0,1,111.35,66.2,33880,0,Residential,1,0,395,765
14-11-2024,2024,11,3,14,0,Autumn,Clear,24,56,7.2,168,0,1,106.7,64.2,36906,0,Commercial,1,1,341,826
06-02-2024,2024,2,1,13,0,Winter,Clear,16.1,71,11.5,54,0,1,109.52,80.8,43392,1,Business District,1,0,106,918
